season,lg,team,abbreviation,playoffs
1983,NBA,Seattle SuperSonics,SEA,True
1983,NBA,Utah Jazz,UTA,False
1983,NBA,Washington Bullets,WSB,False
1982,NBA,Atlanta Hawks,ATL,True
1982,NBA,Boston Celtics,BOS,True
1982,NBA,Chicago Bulls,CHI,False
1982,NBA,Cleveland Cavaliers,CLE,False
1982,NBA,Dallas Mavericks,DAL,False
1982,NBA,Denver Nuggets,DEN,True
1982,NBA,Detroit Pistons,DET,False
1982,NBA,Golden State Warriors,GSW,False
1982,NBA,Houston Rockets,HOU,True
1982,NBA,Indiana Pacers,IND,False
1982,NBA,Kansas City Kings,KCK,False
1982,NBA,Los Angeles Lakers,LAL,True
1982,NBA,Milwaukee Bucks,MIL,True
1982,NBA,New Jersey Nets,NJN,True
1982,NBA,New York Knicks,NYK,False
1982,NBA,Philadelphia 76ers,PHI,True
1982,NBA,Phoenix Suns,PHO,True
1982,NBA,Portland Trail Blazers,POR,False
1982,NBA,San Antonio Spurs,SAS,True
1982,NBA,San Diego Clippers,SDC,False
1982,NBA,Seattle SuperSonics,SEA,True
1982,NBA,Utah Jazz,UTA,False
1982,NBA,Washington Bullets,WSB,True
1981,NBA,Atlanta Hawks,ATL,False
1981,NBA,Boston Celtics,BOS,True
1981,NBA,Chicago Bulls,CHI,True
1981,NBA,Cleveland Cavaliers,CLE,False
1981,NBA,Dallas Mavericks,DAL,False
1981,NBA,Denver Nuggets,DEN,False
1981,NBA,Detroit Pistons,DET,False
1981,NBA,Golden State Warriors,GSW,False
1981,NBA,Houston Rockets,HOU,True
1981,NBA,Indiana Pacers,IND,True
1981,NBA,Kansas City Kings,KCK,True
1981,NBA,Los Angeles Lakers,LAL,True
1981,NBA,Milwaukee Bucks,MIL,True
1981,NBA,New Jersey Nets,NJN,False
1981,NBA,New York Knicks,NYK,True
1981,NBA,Philadelphia 76ers,PHI,True
1981,NBA,Phoenix Suns,PHO,True
1981,NBA,Portland Trail Blazers,POR,True
1981,NBA,San Antonio Spurs,SAS,True
1981,NBA,San Diego Clippers,SDC,False
1981,NBA,Seattle SuperSonics,SEA,False
1981,NBA,Utah Jazz,UTA,False
1981,NBA,Washington Bullets,WSB,False
1980,NBA,Atlanta Hawks,ATL,True
1980,NBA,Boston Celtics,BOS,True
1980,NBA,Chicago Bulls,CHI,False
1980,NBA,Cleveland Cavaliers,CLE,False
1980,NBA,Denver Nuggets,DEN,False
1980,NBA,Detroit Pistons,DET,False
1980,NBA,Golden State Warriors,GSW,False
1980,NBA,Houston Rockets,HOU,True
1980,NBA,Indiana Pacers,IND,False
1980,NBA,Kansas City Kings,KCK,True
1980,NBA,Los Angeles Lakers,LAL,True
1980,NBA,Milwaukee Bucks,MIL,True
1980,NBA,New Jersey Nets,NJN,False
1980,NBA,New York Knicks,NYK,False
1980,NBA,Philadelphia 76ers,PHI,True
1980,NBA,Phoenix Suns,PHO,True
1980,NBA,Portland Trail Blazers,POR,True
1980,NBA,San Antonio Spurs,SAS,True
1980,NBA,San Diego Clippers,SDC,False
1980,NBA,Seattle SuperSonics,SEA,True
1980,NBA,Utah Jazz,UTA,False
1980,NBA,Washington Bullets,WSB,True
1979,NBA,Atlanta Hawks,ATL,True
1979,NBA,Boston Celtics,BOS,False
1979,NBA,Chicago Bulls,CHI,False
1979,NBA,Cleveland Cavaliers,CLE,False
1979,NBA,Denver Nuggets,DEN,True
1979,NBA,Detroit Pistons,DET,False
1979,NBA,Golden State Warriors,GSW,False
1979,NBA,Houston Rockets,HOU,True
1979,NBA,Indiana Pacers,IND,False
1979,NBA,Kansas City Kings,KCK,True
1979,NBA,Los Angeles Lakers,LAL,True
1979,NBA,Milwaukee Bucks,MIL,False
1979,NBA,New Jersey Nets,NJN,True
1979,NBA,New Orleans Jazz,NOJ,False
1979,NBA,New York Knicks,NYK,False
1979,NBA,Philadelphia 76ers,PHI,True
1979,NBA,Phoenix Suns,PHO,True
1979,NBA,Portland Trail Blazers,POR,True
1979,NBA,San Antonio Spurs,SAS,True
1979,NBA,San Diego Clippers,SDC,False
1979,NBA,Seattle SuperSonics,SEA,True
1979,NBA,Washington Bullets,WSB,True
1978,NBA,Atlanta Hawks,ATL,True
1978,NBA,Boston Celtics,BOS,False
1978,NBA,Buffalo Braves,BUF,False
1978,NBA,Chicago Bulls,CHI,False
1978,NBA,Cleveland Cavaliers,CLE,True
1978,NBA,Denver Nuggets,DEN,True
1978,NBA,Detroit Pistons,DET,False
1978,NBA,Golden State Warriors,GSW,False
1978,NBA,Houston Rockets,HOU,False
1978,NBA,Indiana Pacers,IND,False
1978,NBA,Kansas City Kings,KCK,False
1978,NBA,Los Angeles Lakers,LAL,True
1978,NBA,Milwaukee Bucks,MIL,True
1978,NBA,New Jersey Nets,NJN,False
1978,NBA,New Orleans Jazz,NOJ,False
1978,NBA,New York Knicks,NYK,True
1978,NBA,Philadelphia 76ers,PHI,True
1978,NBA,Phoenix Suns,PHO,True
1978,NBA,Portland Trail Blazers,POR,True
1978,NBA,San Antonio Spurs,SAS,True
1978,NBA,Seattle SuperSonics,SEA,True
1978,NBA,Washington Bullets,WSB,True
1977,NBA,Atlanta Hawks,ATL,False
1977,NBA,Boston Celtics,BOS,True
1977,NBA,Buffalo Braves,BUF,False
1977,NBA,Chicago Bulls,CHI,True
1977,NBA,Cleveland Cavaliers,CLE,True
1977,NBA,Denver Nuggets,DEN,True
1977,NBA,Detroit Pistons,DET,True
1977,NBA,Golden State Warriors,GSW,True
1977,NBA,Houston Rockets,HOU,True
1977,NBA,Indiana Pacers,IND,False
1977,NBA,Kansas City Kings,KCK,False
1977,NBA,Los Angeles Lakers,LAL,True
1977,NBA,Milwaukee Bucks,MIL,False
1977,NBA,New Orleans Jazz,NOJ,False
1977,NBA,New York Knicks,NYK,False
1977,NBA,New York Nets,NYN,False
1977,NBA,Philadelphia 76ers,PHI,True
1977,NBA,Phoenix Suns,PHO,False
1977,NBA,Portland Trail Blazers,POR,True
1977,NBA,San Antonio Spurs,SAS,True
1977,NBA,Seattle SuperSonics,SEA,False
1977,NBA,Washington Bullets,WSB,True
1976,ABA,Denver Nuggets,DNA,True
1976,ABA,Indiana Pacers,INA,True
1976,ABA,Kentucky Colonels,KEN,True
1976,ABA,New York Nets,NYA,True
1976,ABA,San Antonio Spurs,SAA,True
1976,ABA,San Diego Sails,SDS,False
1976,ABA,Spirits of St. Louis,SSL,False
1976,ABA,Utah Stars,UTS,False
1976,ABA,Virginia Squires,VIR,False
1976,NBA,Atlanta Hawks,ATL,False
1976,NBA,Boston Celtics,BOS,True
1976,NBA,Buffalo Braves,BUF,True
1976,NBA,Chicago Bulls,CHI,False
1976,NBA,Cleveland Cavaliers,CLE,True
1976,NBA,Detroit Pistons,DET,True
1976,NBA,Golden State Warriors,GSW,True
1976,NBA,Houston Rockets,HOU,False
1976,NBA,Kansas City Kings,KCK,False
1976,NBA,Los Angeles Lakers,LAL,False
1976,NBA,Milwaukee Bucks,MIL,True
1976,NBA,New Orleans Jazz,NOJ,False
1976,NBA,New York Knicks,NYK,False
1976,NBA,Philadelphia 76ers,PHI,True
1976,NBA,Phoenix Suns,PHO,True
1976,NBA,Portland Trail Blazers,POR,False
1976,NBA,Seattle SuperSonics,SEA,True
1976,NBA,Washington Bullets,WSB,True
1975,ABA,Denver Nuggets,DNA,True
1975,ABA,Indiana Pacers,INA,True
1975,ABA,Kentucky Colonels,KEN,True
1975,ABA,Memphis Sounds,MMS,True
1975,ABA,New York Nets,NYA,True
1975,ABA,San Antonio Spurs,SAA,True
1975,ABA,San Diego Conquistadors,SDA,False
1975,ABA,Spirits of St. Louis,SSL,True
1975,ABA,Utah Stars,UTS,True
1975,ABA,Virginia Squires,VIR,False
1975,NBA,Atlanta Hawks,ATL,False
1975,NBA,Boston Celtics,BOS,True
1975,NBA,Buffalo Braves,BUF,True
1975,NBA,Chicago Bulls,CHI,True
1975,NBA,Cleveland Cavaliers,CLE,False
1975,NBA,Detroit Pistons,DET,True
1975,NBA,Golden State Warriors,GSW,True
1975,NBA,Houston Rockets,HOU,True
1975,NBA,Kansas City-Omaha Kings,KCO,True
1975,NBA,Los Angeles Lakers,LAL,False
1975,NBA,Milwaukee Bucks,MIL,False
1975,NBA,New Orleans Jazz,NOJ,False
1975,NBA,New York Knicks,NYK,True
1975,NBA,Philadelphia 76ers,PHI,False
1975,NBA,Phoenix Suns,PHO,False
1975,NBA,Portland Trail Blazers,POR,False
1975,NBA,Seattle SuperSonics,SEA,True
1975,NBA,Washington Bullets,WSB,True
1974,ABA,Carolina Cougars,CAR,True
1974,ABA,Denver Rockets,DNR,True
1974,ABA,Indiana Pacers,INA,True
1974,ABA,Kentucky Colonels,KEN,True
1974,ABA,Memphis Tams,MMT,False
1974,ABA,New York Nets,NYA,True
1974,ABA,San Antonio Spurs,SAA,True
1974,ABA,San Diego Conquistadors,SDA,True
1974,ABA,Utah Stars,UTS,True
1974,ABA,Virginia Squires,VIR,True
1974,NBA,Atlanta Hawks,ATL,False
1974,NBA,Boston Celtics,BOS,True
1974,NBA,Buffalo Braves,BUF,True
1974,NBA,Capital Bullets,CAP,True
1974,NBA,Chicago Bulls,CHI,True
1974,NBA,Cleveland Cavaliers,CLE,False
1974,NBA,Detroit Pistons,DET,True
1974,NBA,Golden State Warriors,GSW,False
1974,NBA,Houston Rockets,HOU,False
1974,NBA,Kansas City-Omaha Kings,KCO,False
1974,NBA,Los Angeles Lakers,LAL,True
1974,NBA,Milwaukee Bucks,MIL,True
1974,NBA,New York Knicks,NYK,True
1974,NBA,Philadelphia 76ers,PHI,False
1974,NBA,Phoenix Suns,PHO,False
1974,NBA,Portland Trail Blazers,POR,False
1974,NBA,Seattle SuperSonics,SEA,False
1973,ABA,Carolina Cougars,CAR,True
1973,ABA,Dallas Chaparrals,DLC,False
1973,ABA,Denver Rockets,DNR,True
1973,ABA,Indiana Pacers,INA,True
1973,ABA,Kentucky Colonels,KEN,True
1973,ABA,Memphis Tams,MMT,False
1973,ABA,New York Nets,NYA,True
1973,ABA,San Diego Conquistadors,SDA,True
1973,ABA,Utah Stars,UTS,True
1973,ABA,Virginia Squires,VIR,True
1973,NBA,Atlanta Hawks,ATL,True
1973,NBA,Baltimore Bullets,BAL,True
1973,NBA,Boston Celtics,BOS,True
1973,NBA,Buffalo Braves,BUF,False
1973,NBA,Chicago Bulls,CHI,True
1973,NBA,Cleveland Cavaliers,CLE,False
1973,NBA,Detroit Pistons,DET,False
1973,NBA,Golden State Warriors,GSW,True
1973,NBA,Houston Rockets,HOU,False
1973,NBA,Kansas City-Omaha Kings,KCO,False
1973,NBA,Los Angeles Lakers,LAL,True
1973,NBA,Milwaukee Bucks,MIL,True
1973,NBA,New York Knicks,NYK,True
1973,NBA,Philadelphia 76ers,PHI,False
1973,NBA,Phoenix Suns,PHO,False
1973,NBA,Portland Trail Blazers,POR,False
1973,NBA,Seattle SuperSonics,SEA,False
1972,ABA,Carolina Cougars,CAR,False
1972,ABA,Dallas Chaparrals,DLC,True
1972,ABA,Denver Rockets,DNR,True
1972,ABA,The Floridians,FLO,True
1972,ABA,Indiana Pacers,INA,True
1972,ABA,Kentucky Colonels,KEN,True
1972,ABA,Memphis Pros,MMP,False
1972,ABA,New York Nets,NYA,True
1972,ABA,Pittsburgh Condors,PTC,False
1972,ABA,Utah Stars,UTS,True
1972,ABA,Virginia Squires,VIR,True
1972,NBA,Atlanta Hawks,ATL,True
1972,NBA,Baltimore Bullets,BAL,True
1972,NBA,Boston Celtics,BOS,True
1972,NBA,Buffalo Braves,BUF,False
1972,NBA,Chicago Bulls,CHI,True
1972,NBA,Cincinnati Royals,CIN,False
1972,NBA,Cleveland Cavaliers,CLE,False
1972,NBA,Detroit Pistons,DET,False
1972,NBA,Golden State Warriors,GSW,True
1972,NBA,Houston Rockets,HOU,False
1972,NBA,Los Angeles Lakers,LAL,True
1972,NBA,Milwaukee Bucks,MIL,True
1972,NBA,New York Knicks,NYK,True
1972,NBA,Philadelphia 76ers,PHI,False
1972,NBA,Phoenix Suns,PHO,False
1972,NBA,Portland Trail Blazers,POR,False
1972,NBA,Seattle SuperSonics,SEA,False
1971,ABA,Carolina Cougars,CAR,False
1971,ABA,Denver Rockets,DNR,True
1971,ABA,The Floridians,FLO,True
1971,ABA,Indiana Pacers,INA,True
1971,ABA,Kentucky Colonels,KEN,True
1971,ABA,Memphis Pros,MMP,True
1971,ABA,New York Nets,NYA,True
1971,ABA,Pittsburgh Condors,PTC,False
1971,ABA,Texas Chaparrals,TEX,True
1971,ABA,Utah Stars,UTS,True
1971,ABA,Virginia Squires,VIR,True
1971,NBA,Atlanta Hawks,ATL,True
1971,NBA,Baltimore Bullets,BAL,True
1971,NBA,Boston Celtics,BOS,False
1971,NBA,Buffalo Braves,BUF,False
1971,NBA,Chicago Bulls,CHI,True
1971,NBA,Cincinnati Royals,CIN,False
1971,NBA,Cleveland Cavaliers,CLE,False
1971,NBA,Detroit Pistons,DET,False
1971,NBA,Los Angeles Lakers,LAL,True
1971,NBA,Milwaukee Bucks,MIL,True
1971,NBA,New York Knicks,NYK,True
1971,NBA,Philadelphia 76ers,PHI,True
1971,NBA,Phoenix Suns,PHO,False
1971,NBA,Portland Trail Blazers,POR,False
1971,NBA,San Diego Rockets,SDR,False
1971,NBA,Seattle SuperSonics,SEA,False
1971,NBA,San Francisco Warriors,SFW,True
1970,ABA,Carolina Cougars,CAR,True
1970,ABA,Dallas Chaparrals,DLC,True
1970,ABA,Denver Rockets,DNR,True
1970,ABA,Indiana Pacers,INA,True
1970,ABA,Kentucky Colonels,KEN,True
1970,ABA,Los Angeles Stars,LAS,True
1970,ABA,Miami Floridians,MMF,False
1970,ABA,New Orleans Buccaneers,NOB,False
1970,ABA,New York Nets,NYA,True
1970,ABA,Pittsburgh Pipers,PTP,False
1970,ABA,Washington Capitols,WSA,True
1970,NBA,Atlanta Hawks,ATL,True
1970,NBA,Baltimore Bullets,BAL,True
1970,NBA,Boston Celtics,BOS,False
1970,NBA,Chicago Bulls,CHI,True
1970,NBA,Cincinnati Royals,CIN,False
1970,NBA,Detroit Pistons,DET,False
1970,NBA,Los Angeles Lakers,LAL,True
1970,NBA,Milwaukee Bucks,MIL,True
1970,NBA,New York Knicks,NYK,True
1970,NBA,Philadelphia 76ers,PHI,True
1970,NBA,Phoenix Suns,PHO,True
1970,NBA,San Diego Rockets,SDR,False
1970,NBA,Seattle SuperSonics,SEA,False
1970,NBA,San Francisco Warriors,SFW,False
1969,ABA,Dallas Chaparrals,DLC,True
1969,ABA,Denver Rockets,DNR,True
1969,ABA,Houston Mavericks,HSM,False
1969,ABA,Indiana Pacers,INA,True
1969,ABA,Kentucky Colonels,KEN,True
1969,ABA,Los Angeles Stars,LAS,False
1969,ABA,Miami Floridians,MMF,True
1969,ABA,Minnesota Pipers,MNP,True
1969,ABA,New Orleans Buccaneers,NOB,True
1969,ABA,New York Nets,NYA,False
1969,ABA,Oakland Oaks,OAK,True
1969,NBA,Atlanta Hawks,ATL,True
1969,NBA,Baltimore Bullets,BAL,True
1969,NBA,Boston Celtics,BOS,True
1969,NBA,Chicago Bulls,CHI,False
1969,NBA,Cincinnati Royals,CIN,False
1969,NBA,Detroit Pistons,DET,False
1969,NBA,Los Angeles Lakers,LAL,True
1969,NBA,Milwaukee Bucks,MIL,False
1969,NBA,New York Knicks,NYK,True
1969,NBA,Philadelphia 76ers,PHI,True
1969,NBA,Phoenix Suns,PHO,False
1969,NBA,San Diego Rockets,SDR,True
1969,NBA,Seattle SuperSonics,SEA,False
1969,NBA,San Francisco Warriors,SFW,True
1968,ABA,Anaheim Amigos,ANA,False
1968,ABA,Dallas Chaparrals,DLC,True
1968,ABA,Denver Rockets,DNR,True
1968,ABA,Houston Mavericks,HSM,True
1968,ABA,Indiana Pacers,INA,True
1968,ABA,Kentucky Colonels,KEN,True
1968,ABA,Minnesota Muskies,MNM,True
1968,ABA,New Jersey Americans,NJA,False
1968,ABA,New Orleans Buccaneers,NOB,True
1968,ABA,Oakland Oaks,OAK,False
1968,ABA,Pittsburgh Pipers,PTP,True
1968,NBA,Baltimore Bullets,BAL,False
1968,NBA,Boston Celtics,BOS,True
1968,NBA,Chicago Bulls,CHI,True
1968,NBA,Cincinnati Royals,CIN,False
1968,NBA,Detroit Pistons,DET,True
1968,NBA,Los Angeles Lakers,LAL,True
1968,NBA,New York Knicks,NYK,True
1968,NBA,Philadelphia 76ers,PHI,True
1968,NBA,San Diego Rockets,SDR,False
1968,NBA,Seattle SuperSonics,SEA,False
1968,NBA,San Francisco Warriors,SFW,True
1968,NBA,St. Louis Hawks,STL,True
1967,NBA,Baltimore Bullets,BAL,False
1967,NBA,Boston Celtics,BOS,True
1967,NBA,Chicago Bulls,CHI,True
1967,NBA,Cincinnati Royals,CIN,True
1967,NBA,Detroit Pistons,DET,False
1967,NBA,Los Angeles Lakers,LAL,True
1967,NBA,New York Knicks,NYK,True
1967,NBA,Philadelphia 76ers,PHI,True
1967,NBA,San Francisco Warriors,SFW,True
1967,NBA,St. Louis Hawks,STL,True
1966,NBA,Baltimore Bullets,BAL,True
1966,NBA,Boston Celtics,BOS,True
1966,NBA,Cincinnati Royals,CIN,True
1966,NBA,Detroit Pistons,DET,False
1966,NBA,Los Angeles Lakers,LAL,True
1966,NBA,New York Knicks,NYK,False
1966,NBA,Philadelphia 76ers,PHI,True
1966,NBA,San Francisco Warriors,SFW,False
1966,NBA,St. Louis Hawks,STL,True
1965,NBA,Baltimore Bullets,BAL,True
1965,NBA,Boston Celtics,BOS,True
1965,NBA,Cincinnati Royals,CIN,True
1965,NBA,Detroit Pistons,DET,False
1965,NBA,Los Angeles Lakers,LAL,True
1965,NBA,New York Knicks,NYK,False
1965,NBA,Philadelphia 76ers,PHI,True
1965,NBA,San Francisco Warriors,SFW,False
1965,NBA,St. Louis Hawks,STL,True
1964,NBA,Baltimore Bullets,BAL,False
1964,NBA,Boston Celtics,BOS,True
1964,NBA,Cincinnati Royals,CIN,True
1964,NBA,Detroit Pistons,DET,False
1964,NBA,Los Angeles Lakers,LAL,True
1964,NBA,New York Knicks,NYK,False
1964,NBA,Philadelphia 76ers,PHI,True
1964,NBA,San Francisco Warriors,SFW,True
1964,NBA,St. Louis Hawks,STL,True
1963,NBA,Boston Celtics,BOS,True
1963,NBA,Chicago Zephyrs,CHZ,False
1963,NBA,Cincinnati Royals,CIN,True
1963,NBA,Detroit Pistons,DET,True
1963,NBA,Los Angeles Lakers,LAL,True
1963,NBA,New York Knicks,NYK,False
1963,NBA,San Francisco Warriors,SFW,False
1963,NBA,St. Louis Hawks,STL,True
1963,NBA,Syracuse Nationals,SYR,True
1962,NBA,Boston Celtics,BOS,True
1962,NBA,Chicago Packers,CHP,False
1962,NBA,Cincinnati Royals,CIN,True
1962,NBA,Detroit Pistons,DET,True
1962,NBA,Los Angeles Lakers,LAL,True
1962,NBA,New York Knicks,NYK,False
1962,NBA,Philadelphia Warriors,PHW,True
1962,NBA,St. Louis Hawks,STL,False
1962,NBA,Syracuse Nationals,SYR,True
1961,NBA,Boston Celtics,BOS,True
1961,NBA,Cincinnati Royals,CIN,False
1961,NBA,Detroit Pistons,DET,True
1961,NBA,Los Angeles Lakers,LAL,True
1961,NBA,New York Knicks,NYK,False
1961,NBA,Philadelphia Warriors,PHW,True
1961,NBA,St. Louis Hawks,STL,True
1961,NBA,Syracuse Nationals,SYR,True
1960,NBA,Boston Celtics,BOS,True
1960,NBA,Cincinnati Royals,CIN,False
1960,NBA,Detroit Pistons,DET,True
1960,NBA,Minneapolis Lakers,MNL,True
1960,NBA,New York Knicks,NYK,False
1960,NBA,Philadelphia Warriors,PHW,True
1960,NBA,St. Louis Hawks,STL,True
1960,NBA,Syracuse Nationals,SYR,True
1959,NBA,Boston Celtics,BOS,True
1959,NBA,Cincinnati Royals,CIN,False
1959,NBA,Detroit Pistons,DET,True
1959,NBA,Minneapolis Lakers,MNL,True
1959,NBA,New York Knicks,NYK,True
1959,NBA,Philadelphia Warriors,PHW,False
1959,NBA,St. Louis Hawks,STL,True
1959,NBA,Syracuse Nationals,SYR,True
1958,NBA,Boston Celtics,BOS,True
1958,NBA,Cincinnati Royals,CIN,True
1958,NBA,Detroit Pistons,DET,True
1958,NBA,Minneapolis Lakers,MNL,False
1958,NBA,New York Knicks,NYK,False
1958,NBA,Philadelphia Warriors,PHW,True
1958,NBA,St. Louis Hawks,STL,True
1958,NBA,Syracuse Nationals,SYR,True
1957,NBA,Boston Celtics,BOS,True
1957,NBA,Fort Wayne Pistons,FTW,True
1957,NBA,Minneapolis Lakers,MNL,True
1957,NBA,New York Knicks,NYK,False
1957,NBA,Philadelphia Warriors,PHW,True
1957,NBA,Rochester Royals,ROC,False
1957,NBA,St. Louis Hawks,STL,True
1957,NBA,Syracuse Nationals,SYR,True
1956,NBA,Boston Celtics,BOS,True
1956,NBA,Fort Wayne Pistons,FTW,True
1956,NBA,Minneapolis Lakers,MNL,True
1956,NBA,New York Knicks,NYK,True
1956,NBA,Philadelphia Warriors,PHW,True
1956,NBA,Rochester Royals,ROC,False
1956,NBA,St. Louis Hawks,STL,True
1956,NBA,Syracuse Nationals,SYR,True
1955,NBA,Baltimore Bullets,BLB,False
1955,NBA,Boston Celtics,BOS,True
1955,NBA,Fort Wayne Pistons,FTW,True
1955,NBA,Milwaukee Hawks,MLH,False
1955,NBA,Minneapolis Lakers,MNL,True
1955,NBA,New York Knicks,NYK,True
1955,NBA,Philadelphia Warriors,PHW,False
1955,NBA,Rochester Royals,ROC,True
1955,NBA,Syracuse Nationals,SYR,True
1954,NBA,Baltimore Bullets,BLB,False
1954,NBA,Boston Celtics,BOS,True
1954,NBA,Fort Wayne Pistons,FTW,True
1954,NBA,Milwaukee Hawks,MLH,False
1954,NBA,Minneapolis Lakers,MNL,True
1954,NBA,New York Knicks,NYK,True
1954,NBA,Philadelphia Warriors,PHW,False
1954,NBA,Rochester Royals,ROC,True
1954,NBA,Syracuse Nationals,SYR,True
1953,NBA,Baltimore Bullets,BLB,True
1953,NBA,Boston Celtics,BOS,True
1953,NBA,Fort Wayne Pistons,FTW,True
1953,NBA,Indianapolis Olympians,INO,True
1953,NBA,Milwaukee Hawks,MLH,False
1953,NBA,Minneapolis Lakers,MNL,True
1953,NBA,New York Knicks,NYK,True
1953,NBA,Philadelphia Warriors,PHW,False
1953,NBA,Rochester Royals,ROC,True
1953,NBA,Syracuse Nationals,SYR,True
1952,NBA,Baltimore Bullets,BLB,False
1952,NBA,Boston Celtics,BOS,True
1952,NBA,Fort Wayne Pistons,FTW,True
1952,NBA,Indianapolis Olympians,INO,True
1952,NBA,Milwaukee Hawks,MLH,False
1952,NBA,Minneapolis Lakers,MNL,True
1952,NBA,New York Knicks,NYK,True
1952,NBA,Philadelphia Warriors,PHW,True
1952,NBA,Rochester Royals,ROC,True
1952,NBA,Syracuse Nationals,SYR,True
1951,NBA,Baltimore Bullets,BLB,False
1951,NBA,Boston Celtics,BOS,True
1951,NBA,Fort Wayne Pistons,FTW,True
1951,NBA,Indianapolis Olympians,INO,True
1951,NBA,Minneapolis Lakers,MNL,True
1951,NBA,New York Knicks,NYK,True
1951,NBA,Philadelphia Warriors,PHW,True
1951,NBA,Rochester Royals,ROC,True
1951,NBA,Syracuse Nationals,SYR,True
1951,NBA,Tri-Cities Blackhawks,TRI,False
1951,NBA,Washington Capitols,WSC,False
1950,NBA,Anderson Packers,AND,True
1950,NBA,Baltimore Bullets,BLB,False
1950,NBA,Boston Celtics,BOS,False
1950,NBA,Chicago Stags,CHS,True
1950,NBA,Denver Nuggets,DNN,False
1950,NBA,Fort Wayne Pistons,FTW,True
1950,NBA,Indianapolis Olympians,INO,True
1950,NBA,Minneapolis Lakers,MNL,True
1950,NBA,New York Knicks,NYK,True
1950,NBA,Philadelphia Warriors,PHW,True
1950,NBA,Rochester Royals,ROC,True
1950,NBA,Sheboygan Red Skins,SHE,True
1950,NBA,St. Louis Bombers,STB,False
1950,NBA,Syracuse Nationals,SYR,True
1950,NBA,Tri-Cities Blackhawks,TRI,True
1950,NBA,Waterloo Hawks,WAT,False
1950,NBA,Washington Capitols,WSC,True
1949,BAA,Baltimore Bullets,BLB,True
1949,BAA,Boston Celtics,BOS,False
1949,BAA,Chicago Stags,CHS,True
1949,BAA,Fort Wayne Pistons,FTW,False
1949,BAA,Indianapolis Jets,INJ,False
1949,BAA,Minneapolis Lakers,MNL,True
1949,BAA,New York Knicks,NYK,True
1949,BAA,Philadelphia Warriors,PHW,True
1949,BAA,Providence Steamrollers,PRO,False
1949,BAA,Rochester Royals,ROC,True
1949,BAA,St. Louis Bombers,STB,True
1949,BAA,Washington Capitols,WSC,True
1948,BAA,Baltimore Bullets,BLB,True
1948,BAA,Boston Celtics,BOS,True
1948,BAA,Chicago Stags,CHS,True
1948,BAA,New York Knicks,NYK,True
1948,BAA,Philadelphia Warriors,PHW,True
1948,BAA,Providence Steamrollers,PRO,False
1948,BAA,St. Louis Bombers,STB,True
1948,BAA,Washington Capitols,WSC,True
1947,BAA,Boston Celtics,BOS,False
1947,BAA,Chicago Stags,CHS,True
1947,BAA,Cleveland Rebels,CLR,True
1947,BAA,Detroit Falcons,DTF,False
1947,BAA,New York Knicks,NYK,True
1947,BAA,Philadelphia Warriors,PHW,True
1947,BAA,Pittsburgh Ironmen,PIT,False
1947,BAA,Providence Steamrollers,PRO,False
1947,BAA,St. Louis Bombers,STB,True
1947,BAA,Toronto Huskies,TRH,False
1947,BAA,Washington Capitols,WSC,True
